Event,Site,Date,Round,White,Black,Result,CurrentPosition,Timezone,ECO,ECOUrl,UTCDate,UTCTime,WhiteElo,BlackElo,TimeControl,Termination,StartTime,EndDate,EndTime,Link,Moves
Live Chess,Chess.com,2023.08.01,-,MagnusCarlsen,LevonAronian,1-0,7r/p3PR2/1p5k/n1pP1B2/P3PK2/1bP5/8/8 b - -,UTC,A22,https://www.chess.com/openings/English-Opening-Carls-Bremen-Smyslov-System,2023.08.01,16:38:40,3257,3072,180+1,MagnusCarlsen won by resignation,16:38:40,2023.08.01,16:46:23,https://www.chess.com/game/live/84647003469,c4 e5 Nc3 Nf6 g3 Bb4 e4 Bxc3 bxc3 O-O f3 d6 d4 Nc6 Nh3 Nd7 Nf2 b6 h4 Ba6 h5 h6 g4 Na5 Rg1 f6 Qa4 c5 d5 Qe8 Nd1 Nb8 Qxe8 Rxe8 Ne3 Nd7 Nf5 Nb7 a4 Nf8 Rg2 Rad8 Raa2 Na5 g5 fxg5 Bxg5 hxg5 Rxg5 Rd7 Rag2 Ree7 h6 g6 Rxg6+ Nxg6 Rxg6+ Kh7 Nxe7 Rxe7 Rxd6 Bc8 Kf2 Nb7 Rc6 Re8 f4 Rf8 Ke1 Na5 Rc7+ Kxh6 fxe5 Re8 Kd2 Kg5 Ke3 Ba6 e6 Bxc4 Rg7+ Kf6 Rf7+ Kg6 Bh3 Bb3 Kf4 Kh6 Bf5 Rh8 e7
Live Chess,Chess.com,2023.08.01,-,garcho08,MagnusCarlsen,1/2-1/2,8/8/8/8/8/5K2/3k1B2/8 b - -,UTC,B10,https://www.chess.com/openings/Caro-Kann-Defense-Accelerated-Panov-Modern-Variation-5.Nc3-Nxd5-6.Nf3-Nc6-7.d4,2023.08.01,16:49:43,2996,3252,180+1,Game drawn by insufficient material,16:49:43,2023.08.01,16:58:11,https://www.chess.com/game/live/84647626511,e4 c5 c3 d5 exd5 Nf6 d4 Nxd5 Nf3 cxd4 cxd4 Nc6 Nc3 a6 Bc4 Be6 Bb3 Nxc3 bxc3 Bxb3 axb3 e6 O-O Be7 Bf4 O-O Ne5 Rc8 Qf3 Nxe5 Bxe5 Qd5 Qxd5 exd5 Rfc1 Rc6 c4 f6 Bf4 Bb4 cxd5 Rxc1+ Rxc1 Rd8 Rc7 Rxd5 Rxb7 Rxd4 g3 a5 Rb5 Kf7 Bc7 Rd1+ Kg2 Ra1 Bb6 Ra3 g4 Ke6 Bd8 Kd7 Rb8 Kc6 h4 Kd7 h5 Bc3 Ra8 g6 h6 Rxb3 Bxa5 Ra3 Ra7+ Ke6 Bb6 Rxa7 Bxa7 Bd2 Bd4 Bxh6 f3 Bf4 Bc5 Kd5 Be7 Be5 Bd8 Kc4 Be7 Kd3 Bd8 Ke2 Be7 f5 gxf5 gxf5 Bg5 h5 Bh4 Bd4 Bg5 Bf2 Bf4 h4 Be5 h3+ Kxh3 Kxf3 Kh2 Be3 Kh1 Bf4 Bc3 Ke2 Bf6 Bd6 Bg5 Bc5 Kg2 Be3 Bh4 f4 Bg3 f3+ Kh3 Bd2 Kg4 Be1 Bxe1 Ke3 Bg3 Ke2 Bh4 Ke3 Bg3 Ke4 Bf2 Kd3 Kg3 Kd2 Kxf3
Live Chess,Chess.com,2023.08.01,-,MagnusCarlsen,xxysoul6,1-0,3r2k1/1nq4p/QR1n1NpB/2pPp3/8/7P/2P2PP1/6K1 b - -,UTC,B51,https://www.chess.com/openings/Sicilian-Defense-Canal-Attack-3...Nd7-4.a4-Nf6-5.Nc3,2023.08.01,17:00:50,3255,3013,180+1,MagnusCarlsen won by resignation,17:00:50,2023.08.01,17:06:13,https://www.chess.com/game/live/84648248535,e4 c5 Nf3 d6 Bb5+ Nd7 a4 Nf6 Nc3 g6 a5 Bg7 a6 bxa6 Bxa6 Bxa6 Rxa6 O-O O-O Ne8 b3 Nc7 Ra2 Bxc3 dxc3 a5 c4 a4 bxa4 Nb6 a5 Nxc4 Bh6 Re8 Qa1 f6 Qc3 d5 h3 Nb5 Qd3 e6 Rb1 Nbd6 exd5 e5 Nd2 Rxa5 Rxa5 Nxa5 Qa6 Qc7 Rb6 Nab7 Ne4 Rd8 Nxf6+
Live Chess,Chess.com,2023.08.01,-,BigAl,MagnusCarlsen,0-1,5rk1/5p2/6p1/4p3/1p3q2/5BQP/3p1PK1/8 w - -,UTC,B50,https://www.chess.com/openings/Sicilian-Defense...6.O-O-Nf6-7.c3-O-O,2023.08.01,21:00:09,2496,3255,180+1,MagnusCarlsen won on time,21:00:09,2023.08.01,21:06:29,https://www.chess.com/game/live/84662621649,Nf3 d6 e4 Nf6 d3 c5 g3 Nc6 Bg2 g6 O-O Bg7 c3 O-O h3 Rb8 a4 a6 Re1 b5 axb5 axb5 d4 Nd7 Bf4 b4 Qd2 cxd4 cxd4 e5 Bg5 Qb6 d5 Nd4 Nxd4 exd4 Bh6 Ba6 Bxg7 Kxg7 Qg5 h6 Qh4 Rbc8 Nd2 Rc2 Nb3 d3 g4 Rxb2 Na5 d2 Red1 Be2 Nc6 Bxd1 Rxd1 Ne5 g5 hxg5 Qxg5 Nxc6 dxc6 Qxc6 e5 Qc2 Qf6+ Kh7 Bf3 Rb1 Qh4+ Kg8 Qg4 dxe5 Kh2 Rxd1 Bxd1 Qc5 Kg2 Qd4 Qg3 Qe4+ Bf3 Qf4
Live Chess,Chess.com,2023.08.01,-,MagnusCarlsen,Romkachess,1-0,2n1Rk2/pp1r1ppp/3q4/8/8/QP1P1PPP/P4PK1/4R3 b - -,UTC,A01,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-Modern-Variation-2.Bb2-Nc6,2023.08.01,21:10:04,3255,2583,180+1,MagnusCarlsen won by checkmate,21:10:04,2023.08.01,21:16:03,https://www.chess.com/game/live/84663219721,b3 e5 Bb2 Nc6 g3 Nf6 Bg2 d5 d3 Be7 Nf3 Qd6 O-O O-O c4 Bg4 h3 Bxf3 Bxf3 e4 cxd5 exf3 dxc6 Qxc6 exf3 Rad8 Kg2 Nd5 Nd2 Bf6 Rc1 Qd7 Bxf6 Nxf6 Ne4 Nd5 Rc4 Nb6 Nc5 Qd5 Rc2 Rfe8 Re1 Nc8 Ne4 c6 Rce2 Kf8 Qc1 Qd4 Qa3+ c5 Nxc5 Qd6 Nd7+ Rxd7 Rxe8#
Live Chess,Chess.com,2023.08.01,-,johnathan113,MagnusCarlsen,0-1,6k1/5p1p/p4ppb/1p6/3Q4/1P3q1P/P2BK1b1/3R4 w - -,UTC,B27,https://www.chess.com/openings/Sicilian-Defense-Katalimov-Variation...4.Nxd4-Bb7-5.Nc3-a6,2023.08.01,21:20:59,2741,3256,180+1,MagnusCarlsen won by resignation,21:20:59,2023.08.01,21:26:59,https://www.chess.com/game/live/84663835481,e4 c5 Nf3 b6 d4 cxd4 Nxd4 Bb7 Nc3 a6 g3 g6 Bg2 Bg7 O-O Nc6 Be3 Ne5 b3 Nf6 h3 Rc8 Nd5 O-O f4 Nc6 Nxc6 Rxc6 Nxf6+ exf6 Qd3 b5 Rad1 Qc8 Rf2 Rc3 Qe2 Re8 Bd4 Rxg3 Kh2 Rxg2+ Rxg2 Rxe4 Qd2 Qc6 Rf2 Bh6 Be3 d5 Qd3 d4 Bd2 Rxf4 Qg3 Rxf2+ Qxf2 Qxc2 Qxd4 Qc7+ Kg1 Qg3+ Kf1 Bg2+ Ke2 Qf3+
Live Chess,Chess.com,2023.08.01,-,MagnusCarlsen,German_Bazeev,1-0,3r4/ppb1kPp1/2p2n2/6B1/1PP1P1Bp/2n2N1P/P4P2/4R1K1 b - -,UTC,A07,https://www.chess.com/openings/Kings-Indian-Attack-Yugoslav-Variation...4.O-O-Bg4-5.h3-Bxf3-6.Bxf3,2023.08.01,21:31:51,3257,2826,180+1,MagnusCarlsen won by resignation,21:31:51,2023.08.01,21:36:14,https://www.chess.com/game/live/84664450565,g3 d5 Nf3 Nf6 Bg2 c6 O-O Bg4 h3 Bxf3 Bxf3 h5 d3 h4 g4 e5 e4 dxe4 dxe4 Qxd1 Rxd1 Nbd7 Nd2 Bc5 g5 Nh7 Bg4 Nhf8 Nf3 Ne6 b4 Bb6 g6 Nd4 gxf7+ Ke7 Bg5+ Nf6 Nxe5 Rhd8 c3 Nb5 c4 Nc3 Rxd8 Rxd8 Re1 Bc7 Nf3
Live Chess,Chess.com,2023.08.01,-,MagnusCarlsen,Vaathi_Coming,1-0,6k1/pp3p2/3q2p1/3P4/3Q4/7P/r4PB1/4R1K1 b - -,UTC,A16,https://www.chess.com/openings/English-Opening-Anglo-Indian-Queens-Knight-Variation...4.Bg2-O-O-5.d4-Nc6,2023.08.01,21:48:33,3259,2895,180+1,MagnusCarlsen won on time,21:48:33,2023.08.01,21:55:17,https://www.chess.com/game/live/84665583759,g3 g6 Bg2 Bg7 c4 Nf6 Nc3 O-O d4 Nc6 e3 e5 d5 Ne7 d6 cxd6 Qxd6 Nf5 Qd3 d5 cxd5 e4 Qd1 Nd6 Nge2 h5 h3 Re8 O-O h4 Nd4 Nh7 g4 Ng5 Bd2 Nc4 Be1 Nxb2 Qc2 Nd3 Nxe4 Nxe1 Rfxe1 Nxe4 Bxe4 Bxd4 exd4 Qd6 Qc5 Qf4 Bg2 Bd7 d6 Rac8 Rxe8+ Rxe8 Qc7 Re2 Rf1 Be6 d5 Bxg4 Qd8+ Kg7 Qxh4 Qxd6 Qxg4 Rxa2 Qd4+ Kg8 Re1
Live Chess,Chess.com,2023.08.01,-,ContrVersia,MagnusCarlsen,0-1,4r1k1/2p3bp/3p2b1/p1pP4/2P3P1/1P4N1/P1N1r3/4R1K1 w - -,UTC,A15,https://www.chess.com/openings/English-Opening-Anglo-Indian-Kings-Knight-Queens-Indian-Formation...5.d4-Bg7-6.O-O-O-O-7.d5,2023.08.01,21:59:19,2902,3261,180+1,MagnusCarlsen won by resignation,21:59:19,2023.08.01,22:05:13,https://www.chess.com/game/live/84666197109,Nf3 b6 g3 Bb7 Bg2 g6 O-O Bg7 d4 Nf6 c4 O-O d5 Na6 Nc3 Nc5 Nd4 e5 Nc2 a5 e4 d6 b3 Bc8 h3 Ne8 Be3 f5 exf5 gxf5 Qd2 f4 Bxc5 bxc5 Qd3 e4 Bxe4 Bxh3 Rfe1 Qg5 Rac1 fxg3 fxg3 Nf6 Qe3 Nxe4 Nxe4 Qg6 Qg5 Bf5 Qxg6 Bxg6 Re2 Rae8 Rce1 Re5 g4 Rfe8 Ng3 Rxe2
Live Chess,Chess.com,2023.08.01,-,MagnusCarlsen,Zhigalko_Sergei,1/2-1/2,8/8/4k3/6p1/4K1P1/8/8/8 w - -,UTC,A01,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-Modern-Variation-2.Bb2,2023.08.01,22:10:38,3255,2921,180+1,Game drawn by repetition,22:10:38,2023.08.01,22:19:20,https://www.chess.com/game/live/84666819835,b3 e5 Bb2 e4 e3 Nf6 d3 d5 Nd2 exd3 cxd3 Bd6 Ngf3 O-O Be2 Re8 O-O Bf5 a3 Nbd7 Nh4 Be6 Ndf3 Nf8 Nd4 Bd7 Ndf5 Be5 d4 Bd6 Nxd6 cxd6 a4 Ne4 Nf3 Rc8 Rc1 Qb6 Rxc8 Rxc8 Ba1 Qb4 h3 b5 axb5 Bxb5 Bxb5 Qxb5 Nd2 Qd3 Nxe4 dxe4 Qg4 Ne6 Rd1 Qxb3 d5 f5 Qh5 Nf8 Kh2 Rc7 Rd2 Rf7 Qg5 h6 Qg3 Qb4 Rc2 Qa4 Rc1 Qa3 Rd1 a5 Bd4 Qb3 Rc1 Qxd5 Rc8 a4 Rd8 a3 Rxd6 Qb3 Rxh6 Qd5 Ra6 f4 Qg4 a2 h4 fxe3 fxe3 Qc4 Ra8 Qd5 Ra4 Qe6 Qxe6 Nxe6 Rxa2 Nxd4 exd4 Rd7 Ra4 e3 Kg1 Rf7 Ra8+ Kh7 Re8 Rf4 d5 Rxh4 Rxe3 Rd4 Re5 Kg6 Kf2 Kf6 Re6+ Kf5 Re3 Rxd5 Rf3+ Kg6 Rg3+ Rg5 Rh3 Rf5+ Rf3 Rxf3+ Kxf3 Kf5 g4+ Kg5 Kg3 g6 Kf3 Kf6 Kf4 g5+ Ke4 Ke6 Kd4 Kd6 Ke4 Ke6 Kd4 Kd6 Ke4 Ke6
Live Chess,Chess.com,2023.08.01,-,Firouzja2003,MagnusCarlsen,1/2-1/2,8/1R3ppp/4kn2/3p4/3P4/r6P/4BPP1/6K1 w - -,UTC,E40,https://www.chess.com/openings/Nimzo-Indian-Defense-Normal-Line-4...d5-5.a3-Be7,2023.08.01,22:20:51,3103,3252,180+1,Game drawn by repetition,22:20:51,2023.08.01,22:24:18,https://www.chess.com/game/live/84667419373,d4 d5 c4 e6 Nc3 Bb4 e3 Nf6 a3 Be7 cxd5 exd5 Bd3 O-O Nge2 c5 dxc5 Bxc5 b4 Bd6 Bb2 Nc6 Nb5 Be5 Nbd4 Nxd4 Bxd4 Qe7 O-O Bg4 h3 Bxd4 exd4 Bxe2 Qxe2 Qxe2 Bxe2 Rfc8 Rfc1 Kf8 Rc5 b6 Rcc1 a5 bxa5 Rxc1+ Rxc1 Rxa5 Rc8+ Ke7 Rc7+ Ke6 Rc6+ Kd7 Rxb6 Rxa3 Rb7+ Ke6 Rb6+ Ke7 Rb7+ Ke6 Rb6+ Ke7 Rb7+ Ke6
Live Chess,Chess.com,2023.08.01,-,MagnusCarlsen,BillieKimbah,1-0,4R3/2QK4/5p2/8/3kp1P1/8/8/8 b - -,UTC,A07,https://www.chess.com/openings/Kings-Indian-Attack-Yugoslav-Variation...4.O-O-Be7-5.d3-O-O-6.Nbd2,2023.08.01,22:37:47,3255,2977,180+1,MagnusCarlsen won by resignation,22:37:47,2023.08.01,22:46:47,https://www.chess.com/game/live/84668566537,g3 d5 Nf3 Nf6 Bg2 e6 O-O Be7 d3 O-O Nbd2 a5 a4 Nc6 e4 dxe4 dxe4 e5 Nc4 Qxd1 Rxd1 Bg4 Be3 Nd7 c3 Rfd8 h4 Be6 Bf1 f6 Kg2 Nc5 Bxc5 Bxc5 Ncd2 Kf7 Bc4 b6 Kf1 Be7 h5 Nb8 Ne1 Nd7 Nd3 g6 Ke2 Nc5 Nxc5 Bxc5 Bxe6+ Kxe6 Nf3 Be7 Rxd8 Rxd8 hxg6 hxg6 Rh1 Rb8 Nd2 c6 Rh6 b5 axb5 cxb5 Rxg6 a4 Rh6 b4 Rh1 bxc3 bxc3 a3 Ra1 Bc5 Nc4 Ra8 f3 Rg8 g4 Ra8 Kd3 Ra7 Kc2 Ra8 Kb3 Rb8+ Ka2 Rc8 Rc1 Rb8 Rc2 Rd8 Rd2 Rh8 Na5 Rc8 Rd3 Be7 Nb3 Bd6 Nd2 Be7 Nb1 Bc5 Rd5 Bd6 Ra5 Rc7 Ra4 Ke7 c4 Rd7 Nxa3 Bxa3 Kxa3 Rd3+ Kb4 Rxf3 Ra7+ Ke6 Ra6+ Ke7 Kb5 Rf4 Ra7+ Ke6 c5 Rxe4 c6 Re1 Ra8 Rb1+ Kc5 Rc1+ Kb6 Rb1+ Kc7 e4 Re8+ Kd5 Kd7 Rc1 c7 Kd4 c8=Q Rc7+ Qxc7
Live Chess,Chess.com,2023.08.01,-,Oleksandr_Bortnyk,MagnusCarlsen,1/2-1/2,8/6pk/1R5p/8/5P1P/5K2/5P2/6r1 b - -,UTC,B22,https://www.chess.com/openings/Alapin-Sicilian-Defense-2...d5-3.exd5-Nf6,2023.08.01,22:48:16,3076,3251,180+1,Game drawn by repetition,22:48:16,2023.08.01,22:55:13,https://www.chess.com/game/live/84669174567,e4 c5 c3 d5 exd5 Nf6 Qa4+ Nbd7 Qb3 Nb6 Bb5+ Bd7 c4 e6 dxe6 fxe6 Nf3 Bd6 O-O O-O Re1 Bxb5 cxb5 c4 Qe3 Nfd5 Qxe6+ Kh8 d4 cxd3 Bg5 Qd7 Qxd7 Nxd7 Nbd2 h6 Re6 Bb4 Be3 Rae8 Rxe8 Rxe8 a3 Nxe3 axb4 Nc2 Rxa7 Ne5 Rxb7 Nxf3+ gxf3 Re2 Nf1 Nxb4 Rd7 Rxb2 b6 Kh7 b7 Nc6 Rxd3 Rxb7 Rd5 Ne7 Rd4 Ng6 Kg2 Rf7 Kg3 Ne7 Ne3 Nf5+ Nxf5 Rxf5 h4 Ra5 Re4 Kg6 Rg4+ Kf6 Rf4+ Kg6 Rg4+ Kf6 Rb4 Kg6 Kg4 Ra1 Rb6+ Kh7 f4 Rg1+ Kf3 Rh1 Kg3 Rg1+ Kf3 Rh1 Kg3 Rg1+ Kf3
Live Chess,Chess.com,2023.08.01,-,MagnusCarlsen,Zkid,1-0,5k2/7p/P5PP/3BpK2/3bP3/8/8/8 b - -,UTC,A07,https://www.chess.com/openings/Kings-Indian-Attack-Yugoslav-Variation...6.h3-Bxf3-7.Bxf3-e5,2023.08.01,22:57:36,3253,2899,180+1,MagnusCarlsen won by resignation,22:57:36,2023.08.01,23:04:29,https://www.chess.com/game/live/84669760587,g3 d5 Nf3 Nf6 Bg2 c6 O-O Bg4 h3 Bxf3 Bxf3 e5 d3 Nbd7 e4 dxe4 dxe4 Be7 Nd2 O-O a4 a5 Qe2 Qc7 Nc4 Nc5 h4 Rfd8 Kg2 Ne6 c3 b5 Ne3 b4 Nf5 Bf8 Qc4 Qb6 Bg5 Qc5 Qxc5 Bxc5 Bxf6 gxf6 Rfd1 Kf8 Be2 Bb6 cxb4 axb4 Rxd8+ Bxd8 Bd1 Bb6 Rc1 Nd4 Nxd4 Bxd4 Rxc6 Bxb2 Rxf6 Ke7 Rb6 Rd8 Bb3 Rd2 Rb7+ Kd6 Rxf7 Bd4 Rf3 Kc5 g4 Re2 Bd5 b3 Rxb3 Rxf2+ Kg3 Rf1 g5 Rf4 Rf3 Rxf3+ Kxf3 Kd6 h5 Ke7 h6 Kf8 a5 Bc3 a6 Bd4 Kg4 Ba7 Kf5 Bd4 g6
Live Chess,Chess.com,2023.08.08,-,djano,MagnusCarlsen,0-1,4k3/5p1p/p3p3/2p5/1p1Pqb2/2P1N2Q/PP1B1nP1/6RK w - -,UTC,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Traditional-Line-3.Bb5-Nd4-4.Nf3,2023.08.08,15:00:00,2527,3253,180+1,MagnusCarlsen won by checkmate,15:00:00,2023.08.08,15:05:28,https://www.chess.com/game/live/85245767401,e4 c5 Nc3 Nc6 Bb5 Nd4 Nf3 Qa5 Bc4 e6 O-O b5 Bd3 Nxf3+ Qxf3 a6 e5 Rb8 Be4 Qc7 Qg3 b4 Nd1 d5 exd6 Bxd6 Qxg7 Bxh2+ Kh1 Be5 Qg5 Nf6 Bf3 Rg8 Qh4 Bb7 Bxb7 Qxb7 Ne3 Rd8 f4 Rd4 c3 Re4 Qh3 Rxf4 Rxf4 Bxf4 d4 Rg3 Qh4 Qe4 Bd2 Ng4 Rg1 Rh3+ Qxh3 Nf2#
Live Chess,Chess.com,2023.08.08,-,MagnusCarlsen,Kevin_Goh,1-0,r4Bbk/pp5p/2p1rP2/3np3/q6Q/P6R/1P5P/4RBK1 b - -,UTC,A22,https://www.chess.com/openings/English-Opening-Two-Knights-Variation...4.Nge2-O-O-5.a3-Bxc3-6.Nxc3,2023.08.08,15:11:40,3254,2663,180+1,MagnusCarlsen won on time,15:11:40,2023.08.08,15:17:07,https://www.chess.com/game/live/85246402047,c4 Nf6 Nc3 e5 e3 Bb4 Nge2 O-O a3 Bxc3 Nxc3 c6 d4 exd4 Qxd4 Na6 Be2 Nc7 O-O d5 Rd1 Qe7 cxd5 Ncxd5 Nxd5 Nxd5 e4 Nb6 Bf4 Re8 Bf1 Be6 Bd6 Qg5 f4 Qa5 f5 Bb3 Rd3 Qa4 Bb4 f6 Re1 Kh8 e5 fxe5 Qh4 Nd5 Rh3 Nf6 g4 Bg8 g5 Nd5 f6 gxf6 gxf6 Re6 Bf8
Live Chess,Chess.com,2023.08.08,-,blitzking1729,MagnusCarlsen,0-1,2Q5/p6p/3p3k/2pPnP2/4q3/6K1/P7/5b2 b - -,UTC,A43,https://www.chess.com/openings/Old-Benoni-Defense-Mujannah-Formation-3.c4,2023.08.08,15:22:25,2774,3255,180+1,MagnusCarlsen won by resignation,15:22:25,2023.08.08,15:28:20,https://www.chess.com/game/live/85247018351,d4 c5 d5 f5 c4 Nf6 Nf3 e5 Nxe5 d6 Nf3 g6 b3 Bg7 Bb2 O-O e3 Ne4 Bxg7 Kxg7 Nbd2 Nd7 Bd3 Qe7 O-O Ndf6 Qc2 Bd7 Rfe1 Rae8 Nf1 Ng4 Re2 Qf6 Rc1 g5 h3 Nh6 Bxe4 fxe4 N3d2 Qg6 Ng3 Bf5 b4 b6 bxc5 bxc5 Rb1 Re7 Rb3 Kg8 Qb2 Nf7 f3 exf3 Nxf3 Bd3 Re1 Bxc4 Rb7 Rxb7 Qxb7 g4 Nh4 Qg5 Nhf5 gxh3 e4 Ne5 Kh2 hxg2 Kxg2 Rxf5 exf5 Qd2+ Kh3 Qxe1 Qc8+ Kg7 Nh5+ Kh6 Ng3 Bf1+ Kh4 Qb4+ Ne4 Qxe4+ Kg3
Live Chess,Chess.com,2023.08.08,-,MagnusCarlsen,Mops_2004,1-0,2Q4k/1p2N1b1/7p/1P2p3/5p1P/2P5/1P2q1PK/8 b - -,UTC,B09,https://www.chess.com/openings/Pirc-Defense-Main-Line-Austrian-Attack-4...Bg7-5.Bd3,2023.08.08,15:32:47,3256,2843,180+1,MagnusCarlsen won by resignation,15:32:47,2023.08.08,15:39:22,https://www.chess.com/game/live/85247629375,e4 g6 d4 Bg7 Nc3 d6 f4 Nf6 Bd3 Nc6 Nf3 Bg4 Be2 Bxf3 Bxf3 e5 fxe5 dxe5 d5 Nd4 O-O c6 Kh1 O-O Be3 cxd5 Bg5 h6 Bxf6 Qxf6 Nxd5 Qd8 c3 Ne6 Be2 Rc8 Qa4 Nc5 Qxa7 Nxe4 Rad1 Nd6 Qa3 Rc6 Qb4 Kh8 a4 f5 Bb5 Nxb5 Ne7 Rd6 Nxg6+ Kg8 Qb3+ Rf7 axb5 f4 Qc2 Rfd7 Rxd6 Rxd6 h4 Rd2 Qf5 Rd1 Rxd1 Qxd1+ Kh2 Qe2 Ne7+ Kh8 Qc8+
Live Chess,Chess.com,2023.08.08,-,amintabatabaei,MagnusCarlsen,1-0,5Q2/1p1k4/8/8/1P6/4P2K/8/8 b - -,UTC,A51,https://www.chess.com/openings/Budapest-Gambit-Fajarowicz-Variation-4.Nf3-Nc6,2023.08.08,15:49:43,3019,3243,180+1,amintabatabaei won by resignation,15:49:43,2023.08.08,15:57:59,https://www.chess.com/game/live/85248757609,d4 Nc6 Nf3 Nf6 c4 e5 dxe5 Ne4 Nbd2 Nc5 g3 d6 exd6 Qxd6 Bg2 Bf5 O-O O-O-O a3 Qf6 Qe1 h5 Nh4 Bc2 Ra2 Nb3 Ne4 Qe6 Ng5 Qe8 Be3 f6 Bh3+ Kb8 Ne6 g5 Qc3 Be4 Nxd8 Qxd8 Qxb3 gxh4 Rd1 Qe7 Rd7 Qe8 Bf4 Ne5 Bxe5 fxe5 Ra1 hxg3 hxg3 h4 Rad1 Bd6 c5 hxg3 cxd6 Qxd7 dxc7+ Qxc7 Qxg3 a6 Bg2 Bxg2 Qxg2 Ka8 Qe4 Qb6 b4 Qh6 Rd3 Qh2+ Kf1 Rf8 Qg2 Qf4 Ke1 Qc1+ Rd1 Qxa3 Qe4 Qc3+ Kf1 Qh3+ Ke1 Rg8 Rd3 Qe6 Rg3 Rc8 Rg6 Qa2 Kf1 Qa1+ Kg2 Qb2 e3 Rf8 Kh3 Qxf2 Rxa6+ Kb8 Qxe5+ Kc8 Ra8+ Kd7 Qd5+ Kc7 Qc5+ Kd7 Rxf8 Qxf8 Qxf8
Live Chess,Chess.com,2023.08.08,-,Fantastic_Power,MagnusCarlsen,0-1,1k1r4/1pq3p1/p5p1/P1bP4/1P2Q1P1/2P2p1r/5P2/R3R1K1 w - -,UTC,B01,https://www.chess.com/openings/Scandinavian-Defense-Mieses-Kotrc-Main-Line-Lasker-Variation-6...Bh5,2023.08.08,16:00:19,2809,3244,180+1,MagnusCarlsen won by resignation,16:00:19,2023.08.08,16:05:20,https://www.chess.com/game/live/85249372547,e4 d5 exd5 Nf6 Nf3 Qxd5 d4 Bg4 Nc3 Qa5 h3 Bh5 Bd2 c6 Bc4 e6 O-O Nbd7 Qe2 Qc7 Rfe1 Bd6 Bd3 O-O-O a4 Bh2+ Kh1 Bf4 Be3 Nd5 Nxd5 exd5 g4 Bg6 Qd2 Bd6 Kg2 Nf6 Ne5 Ne4 Bxe4 dxe4 Qc3 f6 Nxg6 hxg6 Qc4 Kb8 a5 a6 c3 f5 d5 c5 b4 f4 Bxc5 f3+ Kg1 Rxh3 Qxe4 Bxc5
Live Chess,Chess.com,2023.08.08,-,MagnusCarlsen,BillieKimbah,1/2-1/2,8/1p1r2k1/6Qp/P1p3bP/3r4/1P1P4/2K5/8 b - -,UTC,A13,https://www.chess.com/openings/English-Opening-Agincourt-Defense...4.b3-Bd6-5.Bb2-O-O,2023.08.08,16:10:55,3239,3004,180+1,Game drawn by repetition,16:10:55,2023.08.08,16:18:53,https://www.chess.com/game/live/85249989961,Nf3 d5 e3 Nf6 c4 e6 b3 Bd6 Bb2 O-O g4 Nxg4 Rg1 f5 Nc3 c6 cxd5 exd5 h3 Nf6 Qc2 Qe7 Bd3 Na6 a3 Nc5 Ne2 Nxd3+ Qxd3 c5 Ng3 d4 O-O-O Ne4 exd4 Nxf2 Qc4+ Be6 d5 Nxd1 Nxf5 Bxf5 Rxg7+ Qxg7 Bxg7 Kxg7 Kxd1 Rae8 Ng5 Rf6 Qa4 Re7 Qxa7 h6 Ne6+ Bxe6 dxe6 Rfxe6 Qa4 Be5 Qg4+ Rg6 Qf5 Rg5 Qf3 Rf7 Qe4 Bf4 Kc2 Re5 Qg2+ Kh7 Qf3 Ref5 Qe4 Kg7 a4 Bg5 h4 Bf4 Qg2+ Kh7 Qe4 Kg7 Qg2+ Kf8 Qe4 Re5 Qd3 Ke8 Qg6 Ke7 Qg2 Kf8 a5 Rd7 d3 Red5 Qg4 Rd4 Qf5+ Kg7 h5 Bg5 Qg6+ Kf8 Qf5+ Ke8 Qe5+ Kd8 Qb8+ Ke7 Qe5+ Kf7 Qf5+ Kg7 Qg6+ Kh8 Qe8+ Kg7 Qg6+
